,TicketID,CustomerID,IssueType,ResolutionTime,Status
415,CMP0397-GZBBC2,0397-GZBBC,Billing,10,Closed
416,CMP7641-EUYET1,7641-EUYET,Billing,13,Closed
417,CMP7641-EUYET2,7641-EUYET,Service,15,Closed
418,CMP9921-ZVRHG1,9921-ZVRHG,Service,15,Open
419,CMP9921-ZVRHG2,9921-ZVRHG,Internet,10,Closed
420,CMP9206-GVPEQ1,9206-GVPEQ,Service,9,Closed
421,CMP8922-LIEGH1,8922-LIEGH,Service,12,Closed
422,CMP4074-SJFFA1,4074-SJFFA,Billing,14,Closed
423,CMP4074-SJFFA2,4074-SJFFA,Internet,13,Closed
424,CMP4910-GMJOT1,4910-GMJOT,Billing,15,Open
425,CMP4910-GMJOT2,4910-GMJOT,Service,15,Closed
426,CMP0354-WYROK1,0354-WYROK,Internet,10,Closed
427,CMP0354-WYROK2,0354-WYROK,Billing,13,Closed
428,CMP7576-OYWBN1,7576-OYWBN,Service,13,Closed
429,CMP7576-OYWBN2,7576-OYWBN,Service,13,Closed
430,CMP5202-IVJNU1,5202-IVJNU,Service,7,Open
431,CMP5976-JCJRH1,5976-JCJRH,Service,6,Open
432,CMP5976-JCJRH2,5976-JCJRH,Service,6,Open
433,CMP0137-OCGAB1,0137-OCGAB,Service,10,Open
434,CMP4588-YBNIB1,4588-YBNIB,Service,12,Closed
435,CMP4588-YBNIB2,4588-YBNIB,Internet,14,Closed
436,CMP5028-GZLDO1,5028-GZLDO,Internet,11,Closed
437,CMP6861-XWTWQ1,6861-XWTWQ,Billing,11,Closed
438,CMP6861-XWTWQ2,6861-XWTWQ,Service,15,Open
439,CMP6769-DCQLI1,6769-DCQLI,Service,14,Closed
440,CMP4873-ILOLJ1,4873-ILOLJ,Billing,10,Closed
441,CMP2725-KXXWT1,2725-KXXWT,Service,11,Closed
442,CMP2725-KXXWT2,2725-KXXWT,Internet,10,Open
443,CMP9565-DJPIB1,9565-DJPIB,Internet,12,Closed
444,CMP8348-HFYIV1,8348-HFYIV,Internet,13,Closed
445,CMP8348-HFYIV2,8348-HFYIV,Service,13,Closed
446,CMP6849-WLEYG1,6849-WLEYG,Service,11,Closed
447,CMP4659-NZRUF1,4659-NZRUF,Billing,11,Closed
448,CMP2608-BHKFN1,2608-BHKFN,Internet,14,Closed
449,CMP7341-LXCAF1,7341-LXCAF,Billing,11,Closed
450,CMP7341-LXCAF2,7341-LXCAF,Service,13,Closed
451,CMP9462-MJUAW1,9462-MJUAW,Internet,11,Closed
452,CMP9462-MJUAW2,9462-MJUAW,Billing,10,Open
453,CMP4283-FUTGF1,4283-FUTGF,Service,9,Closed
454,CMP4283-FUTGF2,4283-FUTGF,Internet,9,Closed
455,CMP2397-BRLOM1,2397-BRLOM,Billing,12,Open
456,CMP2397-BRLOM2,2397-BRLOM,Service,10,Closed
457,CMP4749-VFKVB1,4749-VFKVB,Service,13,Closed
458,CMP1143-NMNQJ1,1143-NMNQJ,Billing,10,Closed
459,CMP0415-MOSGF1,0415-MOSGF,Service,12,Closed
460,CMP1724-BQUHA1,1724-BQUHA,Internet,11,Open
461,CMP1724-BQUHA2,1724-BQUHA,Internet,13,Closed
462,CMP4826-XTSOH1,4826-XTSOH,Billing,15,Closed
463,CMP2495-INZWQ1,2495-INZWQ,Billing,13,Closed
464,CMP2408-WITXK1,2408-WITXK,Billing,7,Open
465,CMP2691-NZETQ1,2691-NZETQ,Billing,11,Closed
466,CMP2691-NZETQ2,2691-NZETQ,Internet,10,Open
467,CMP4404-HIBDJ1,4404-HIBDJ,Billing,5,Closed
468,CMP4404-HIBDJ2,4404-HIBDJ,Internet,7,Closed
469,CMP5013-SBUIH1,5013-SBUIH,Internet,12,Closed
470,CMP0709-TVGUR1,0709-TVGUR,Billing,5,Closed
471,CMP7209-JCUDS1,7209-JCUDS,Billing,15,Closed
472,CMP3001-CBHLQ1,3001-CBHLQ,Service,10,Closed
473,CMP3001-CBHLQ2,3001-CBHLQ,Billing,11,Closed
474,CMP3763-GCZHZ1,3763-GCZHZ,Internet,13,Closed
475,CMP3763-GCZHZ2,3763-GCZHZ,Billing,12,Open
476,CMP0772-GYEQQ1,0772-GYEQQ,Internet,13,Closed
477,CMP0772-GYEQQ2,0772-GYEQQ,Billing,14,Closed
478,CMP3999-QGRJH1,3999-QGRJH,Billing,7,Open
479,CMP2454-RPBRZ1,2454-RPBRZ,Billing,14,Closed
480,CMP2002-MZHWP1,2002-MZHWP,Internet,11,Closed
481,CMP2002-MZHWP2,2002-MZHWP,Internet,13,Open
482,CMP2265-CYWIV1,2265-CYWIV,Billing,11,Closed
483,CMP2004-OCQXK1,2004-OCQXK,Billing,15,Closed
484,CMP2004-OCQXK2,2004-OCQXK,Billing,11,Closed
485,CMP2672-HUYVI1,2672-HUYVI,Internet,11,Closed
486,CMP2672-HUYVI2,2672-HUYVI,Service,11,Closed
487,CMP7508-MYBOG1,7508-MYBOG,Service,14,Open
488,CMP7508-MYBOG2,7508-MYBOG,Billing,12,Closed
489,CMP0310-MVLET1,0310-MVLET,Service,12,Closed
490,CMP0310-MVLET2,0310-MVLET,Service,12,Closed
491,CMP7409-KIUTL1,7409-KIUTL,Service,14,Closed
492,CMP7409-KIUTL2,7409-KIUTL,Internet,12,Open
493,CMP7854-EDSSA1,7854-EDSSA,Billing,7,Closed
494,CMP7854-EDSSA2,7854-EDSSA,Service,8,Open
495,CMP0611-DFXKO1,0611-DFXKO,Billing,12,Closed
496,CMP7780-OTDSO1,7780-OTDSO,Billing,15,Open
497,CMP9747-DDZOS1,9747-DDZOS,Internet,14,Closed
498,CMP9747-DDZOS2,9747-DDZOS,Service,11,Closed
499,CMP8802-UNOJF1,8802-UNOJF,Internet,13,Open
500,CMP8802-UNOJF2,8802-UNOJF,Billing,13,Closed
501,CMP7410-YTJIK1,7410-YTJIK,Service,8,Closed
502,CMP7410-YTJIK2,7410-YTJIK,Billing,5,Open
503,CMP0596-BQCEQ1,0596-BQCEQ,Service,12,Closed
504,CMP0596-BQCEQ2,0596-BQCEQ,Service,12,Closed
505,CMP1481-ZUWZA1,1481-ZUWZA,Service,15,Closed
506,CMP2309-OSFEU1,2309-OSFEU,Service,7,Closed
507,CMP2309-OSFEU2,2309-OSFEU,Internet,8,Closed
508,CMP2640-PMGFL1,2640-PMGFL,Internet,7,Closed
509,CMP3801-HMYNL1,3801-HMYNL,Service,14,Closed
510,CMP9685-WKZGT1,9685-WKZGT,Billing,5,Closed
511,CMP9685-WKZGT2,9685-WKZGT,Internet,8,Closed
512,CMP4484-CGXFK1,4484-CGXFK,Internet,12,Closed
513,CMP6214-EDAKZ1,6214-EDAKZ,Billing,5,Closed
514,CMP6127-ISGTU1,6127-ISGTU,Billing,15,Closed
515,CMP1208-DNHLN1,1208-DNHLN,Service,8,Open
516,CMP1208-DNHLN2,1208-DNHLN,Billing,8,Closed
517,CMP1761-AEZZR1,1761-AEZZR,Billing,10,Open
518,CMP1322-AGOQM1,1322-AGOQM,Billing,7,Closed
519,CMP5692-FPTAH1,5692-FPTAH,Billing,11,Open
520,CMP1550-LOAHA1,1550-LOAHA,Service,10,Closed
521,CMP0876-WDUUZ1,0876-WDUUZ,Internet,15,Open
522,CMP0876-WDUUZ2,0876-WDUUZ,Service,12,Open
523,CMP0617-FHSGK1,0617-FHSGK,Billing,7,Closed
524,CMP0617-FHSGK2,0617-FHSGK,Billing,5,Closed
525,CMP5277-ZLOOR1,5277-ZLOOR,Service,13,Closed
526,CMP2141-RRYGO1,2141-RRYGO,Billing,12,Open
527,CMP5052-PNLOS1,5052-PNLOS,Internet,10,Open
528,CMP5052-PNLOS2,5052-PNLOS,Billing,10,Closed
529,CMP6979-ZNSFF1,6979-ZNSFF,Service,15,Closed
530,CMP6979-ZNSFF2,6979-ZNSFF,Billing,10,Closed
531,CMP6032-IGALN1,6032-IGALN,Service,13,Closed
532,CMP6032-IGALN2,6032-IGALN,Service,14,Closed
533,CMP8809-RIHDD1,8809-RIHDD,Billing,12,Closed
534,CMP8809-RIHDD2,8809-RIHDD,Internet,14,Closed
535,CMP4822-NGOCH1,4822-NGOCH,Service,10,Closed
536,CMP1142-WACZW1,1142-WACZW,Internet,14,Closed
537,CMP4892-VLANZ1,4892-VLANZ,Service,12,Closed
538,CMP4892-VLANZ2,4892-VLANZ,Internet,14,Closed
539,CMP4236-XPXAV1,4236-XPXAV,Service,13,Open
540,CMP4236-XPXAV2,4236-XPXAV,Internet,10,Closed
541,CMP7410-KTVFV1,7410-KTVFV,Service,7,Closed
542,CMP8393-DLHGA1,8393-DLHGA,Billing,15,Closed
543,CMP2834-SPCJV1,2834-SPCJV,Billing,15,Closed
544,CMP2834-SPCJV2,2834-SPCJV,Internet,13,Closed
545,CMP6397-JNZZG1,6397-JNZZG,Internet,6,Closed
546,CMP0461-CVKMU1,0461-CVKMU,Internet,11,Closed
547,CMP7779-LGOVN1,7779-LGOVN,Internet,14,Closed
548,CMP7779-LGOVN2,7779-LGOVN,Billing,10,Closed
549,CMP9710-ZUSHQ1,9710-ZUSHQ,Billing,14,Closed
550,CMP4183-WCSEP1,4183-WCSEP,Billing,9,Open
551,CMP5498-TXHLF1,5498-TXHLF,Billing,14,Closed
552,CMP5498-TXHLF2,5498-TXHLF,Internet,13,Closed
553,CMP3902-FOIGH1,3902-FOIGH,Internet,15,Closed
554,CMP6772-KSATR1,6772-KSATR,Internet,12,Closed
555,CMP4210-QFJMF1,4210-QFJMF,Billing,13,Closed
556,CMP4210-QFJMF2,4210-QFJMF,Service,10,Closed
557,CMP3318-OSATS1,3318-OSATS,Billing,14,Closed
558,CMP3318-OSATS2,3318-OSATS,Service,12,Closed
559,CMP1086-LXKFY1,1086-LXKFY,Internet,15,Closed
560,CMP1086-LXKFY2,1086-LXKFY,Service,14,Closed
561,CMP2636-ALXXZ1,2636-ALXXZ,Billing,14,Closed
562,CMP2636-ALXXZ2,2636-ALXXZ,Service,12,Closed
563,CMP9885-CSMWE1,9885-CSMWE,Internet,12,Closed
564,CMP5016-ETTFF1,5016-ETTFF,Internet,5,Open
565,CMP5016-ETTFF2,5016-ETTFF,Service,9,Open
566,CMP3866-MDTUB1,3866-MDTUB,Service,12,Closed
567,CMP8276-MQBYC1,8276-MQBYC,Service,12,Closed
568,CMP8276-MQBYC2,8276-MQBYC,Internet,13,Closed
569,CMP7593-XFKDI1,7593-XFKDI,Internet,15,Open
570,CMP7593-XFKDI2,7593-XFKDI,Service,14,Closed
571,CMP1513-XNPPH1,1513-XNPPH,Service,14,Closed
572,CMP1513-XNPPH2,1513-XNPPH,Billing,14,Closed
573,CMP6347-DCUIK1,6347-DCUIK,Billing,5,Closed
574,CMP9124-LHCJQ1,9124-LHCJQ,Service,13,Closed
575,CMP2235-ZGKPT1,2235-ZGKPT,Service,11,Closed
576,CMP0689-NKYLF1,0689-NKYLF,Service,12,Open
577,CMP0689-NKYLF2,0689-NKYLF,Service,13,Closed
578,CMP5519-YLDGW1,5519-YLDGW,Billing,13,Closed
579,CMP5519-YLDGW2,5519-YLDGW,Billing,15,Closed
580,CMP2516-VQRRV1,2516-VQRRV,Service,15,Closed
581,CMP7580-UGXNC1,7580-UGXNC,Service,11,Closed
582,CMP7580-UGXNC2,7580-UGXNC,Billing,10,Closed
583,CMP7526-BEZQB1,7526-BEZQB,Billing,15,Closed
584,CMP4951-UKAAQ1,4951-UKAAQ,Billing,12,Open
585,CMP4951-UKAAQ2,4951-UKAAQ,Internet,13,Closed
586,CMP4918-QLLIW1,4918-QLLIW,Internet,14,Closed
587,CMP2947-DOMLJ1,2947-DOMLJ,Internet,11,Closed
588,CMP4112-LUEIZ1,4112-LUEIZ,Billing,10,Closed
589,CMP4112-LUEIZ2,4112-LUEIZ,Service,11,Closed
590,CMP4510-HIMLV1,4510-HIMLV,Service,14,Closed
591,CMP8749-JMNKX1,8749-JMNKX,Internet,13,Closed
592,CMP8749-JMNKX2,8749-JMNKX,Internet,14,Closed
593,CMP5949-EBSQK1,5949-EBSQK,Billing,15,Open
594,CMP5949-EBSQK2,5949-EBSQK,Service,11,Closed
595,CMP7274-RTAPZ1,7274-RTAPZ,Service,15,Closed
596,CMP8414-MYSHR1,8414-MYSHR,Billing,15,Closed
597,CMP8229-TNIQA1,8229-TNIQA,Billing,15,Open
598,CMP6221-AVQYL1,6221-AVQYL,Service,11,Closed
599,CMP5569-KGJHX1,5569-KGJHX,Service,14,Closed
600,CMP5569-KGJHX2,5569-KGJHX,Internet,10,Open
601,CMP4988-IQIGL1,4988-IQIGL,Service,14,Open
602,CMP4988-IQIGL2,4988-IQIGL,Billing,14,Closed
603,CMP7587-RZNME1,7587-RZNME,Service,10,Closed
604,CMP9026-RNUJS1,9026-RNUJS,Billing,14,Closed
605,CMP9026-RNUJS2,9026-RNUJS,Internet,15,Closed
606,CMP2165-VOEGB1,2165-VOEGB,Billing,12,Closed
607,CMP0963-ZBDRN1,0963-ZBDRN,Service,14,Closed
608,CMP6331-EWIEB1,6331-EWIEB,Billing,14,Closed
609,CMP5998-VVEJY1,5998-VVEJY,Internet,11,Closed
610,CMP5998-VVEJY2,5998-VVEJY,Internet,13,Closed
611,CMP4317-VTEOA1,4317-VTEOA,Billing,15,Closed
612,CMP8722-NGNBH1,8722-NGNBH,Service,13,Closed
613,CMP6210-KBBPI1,6210-KBBPI,Billing,10,Closed
614,CMP1501-SGHBW1,1501-SGHBW,Internet,11,Closed
615,CMP3346-BRMIS1,3346-BRMIS,Billing,5,Closed
616,CMP9986-BONCE1,9986-BONCE,Service,14,Closed
617,CMP7579-OOPEC1,7579-OOPEC,Service,12,Closed
618,CMP3194-ORPIK1,3194-ORPIK,Billing,10,Closed
619,CMP3194-ORPIK2,3194-ORPIK,Service,15,Closed
620,CMP8816-VXNZD1,8816-VXNZD,Service,13,Closed
621,CMP1240-KNSEZ1,1240-KNSEZ,Billing,13,Open
622,CMP1240-KNSEZ2,1240-KNSEZ,Billing,11,Closed
623,CMP4433-JCGCG1,4433-JCGCG,Billing,12,Closed
624,CMP4433-JCGCG2,4433-JCGCG,Internet,12,Open
625,CMP5899-MQZZL1,5899-MQZZL,Service,6,Closed
626,CMP5899-MQZZL2,5899-MQZZL,Billing,6,Closed
627,CMP9488-HGMJH1,9488-HGMJH,Service,14,Closed
628,CMP5616-PRTNT1,5616-PRTNT,Service,8,Closed
629,CMP4818-QIUFN1,4818-QIUFN,Service,6,Open
630,CMP6961-VCPMC1,6961-VCPMC,Internet,14,Open
631,CMP6961-VCPMC2,6961-VCPMC,Billing,13,Open
632,CMP8601-QACRS1,8601-QACRS,Billing,11,Closed
633,CMP8601-QACRS2,8601-QACRS,Billing,11,Closed
634,CMP2391-SOORI1,2391-SOORI,Billing,10,Closed
635,CMP2391-SOORI2,2391-SOORI,Billing,13,Closed
636,CMP2645-QTLMB1,2645-QTLMB,Internet,10,Closed
637,CMP2959-MJHIC1,2959-MJHIC,Internet,15,Closed
638,CMP8260-NGFNY1,8260-NGFNY,Billing,10,Closed
639,CMP4958-XCBDQ1,4958-XCBDQ,Billing,13,Open
640,CMP8614-VGMMV1,8614-VGMMV,Billing,6,Open
641,CMP8644-XLFBW1,8644-XLFBW,Internet,14,Closed
642,CMP8644-XLFBW2,8644-XLFBW,Billing,10,Closed
643,CMP1833-VGRUM1,1833-VGRUM,Service,12,Closed
644,CMP1833-VGRUM2,1833-VGRUM,Billing,15,Closed
645,CMP6946-LMSQS1,6946-LMSQS,Internet,11,Closed
646,CMP6946-LMSQS2,6946-LMSQS,Billing,12,Closed
647,CMP3932-CMDTD1,3932-CMDTD,Billing,10,Closed
648,CMP4039-HEUNW1,4039-HEUNW,Billing,15,Closed
649,CMP4039-HEUNW2,4039-HEUNW,Service,12,Closed
650,CMP0004-TLHLJ1,0004-TLHLJ,Service,11,Closed
651,CMP5089-IFSDP1,5089-IFSDP,Service,10,Closed
652,CMP4817-VYYWS1,4817-VYYWS,Billing,13,Closed
653,CMP4817-VYYWS2,4817-VYYWS,Billing,13,Closed
654,CMP7359-PTSXY1,7359-PTSXY,Service,15,Closed
655,CMP4503-BDXBD1,4503-BDXBD,Internet,5,Closed
656,CMP4503-BDXBD2,4503-BDXBD,Service,5,Closed
657,CMP3886-CERTZ1,3886-CERTZ,Service,13,Closed
658,CMP6372-RFVNS1,6372-RFVNS,Service,15,Closed
659,CMP8938-UMKPI1,8938-UMKPI,Service,11,Closed
660,CMP9025-AOMKI1,9025-AOMKI,Billing,15,Open
661,CMP9025-AOMKI2,9025-AOMKI,Service,10,Open
662,CMP3815-SLMEF1,3815-SLMEF,Internet,11,Open
663,CMP3815-SLMEF2,3815-SLMEF,Billing,13,Closed
664,CMP5154-VEKBL1,5154-VEKBL,Service,7,Closed
665,CMP4652-NNHNY1,4652-NNHNY,Service,5,Closed
666,CMP8868-WOZGU1,8868-WOZGU,Internet,10,Closed
667,CMP1334-FJSVR1,1334-FJSVR,Internet,10,Closed
668,CMP7625-XCQRH1,7625-XCQRH,Service,6,Closed
669,CMP7625-XCQRH2,7625-XCQRH,Internet,7,Closed
670,CMP1731-TVIUK1,1731-TVIUK,Service,15,Closed
671,CMP1731-TVIUK2,1731-TVIUK,Service,11,Closed
672,CMP0406-BPDVR1,0406-BPDVR,Internet,14,Closed
673,CMP0618-XWMSS1,0618-XWMSS,Service,8,Closed
674,CMP0618-XWMSS2,0618-XWMSS,Service,9,Closed
675,CMP5276-KQWHG1,5276-KQWHG,Billing,14,Closed
676,CMP6689-KXGBO1,6689-KXGBO,Service,13,Closed
677,CMP6689-KXGBO2,6689-KXGBO,Billing,13,Closed
678,CMP6615-NGGZJ1,6615-NGGZJ,Billing,13,Closed
679,CMP2984-MIIZL1,2984-MIIZL,Billing,15,Closed
680,CMP5590-YRFJT1,5590-YRFJT,Service,9,Closed
681,CMP7239-HZZCX1,7239-HZZCX,Billing,13,Open
682,CMP7239-HZZCX2,7239-HZZCX,Billing,13,Closed
683,CMP7665-TOALD1,7665-TOALD,Billing,15,Closed
684,CMP0324-BRPCJ1,0324-BRPCJ,Internet,14,Open
685,CMP0324-BRPCJ2,0324-BRPCJ,Billing,14,Open
686,CMP9189-JWSHV1,9189-JWSHV,Service,12,Closed
687,CMP6834-NXDCA1,6834-NXDCA,Service,9,Closed
688,CMP4822-YCXMX1,4822-YCXMX,Billing,10,Closed
689,CMP6559-ILWKJ1,6559-ILWKJ,Billing,5,Closed
690,CMP6559-ILWKJ2,6559-ILWKJ,Billing,5,Closed
691,CMP4229-CZMLL1,4229-CZMLL,Service,5,Closed
692,CMP9025-ZRPVR1,9025-ZRPVR,Internet,6,Closed
693,CMP9025-ZRPVR2,9025-ZRPVR,Internet,5,Closed
694,CMP3285-UCQVC1,3285-UCQVC,Internet,8,Closed
695,CMP3285-UCQVC2,3285-UCQVC,Internet,8,Closed
696,CMP4902-OHLSK1,4902-OHLSK,Service,12,Closed
697,CMP3737-GCSPV1,3737-GCSPV,Internet,15,Closed
698,CMP4088-YLDSU1,4088-YLDSU,Internet,15,Closed
699,CMP5797-APWZC1,5797-APWZC,Billing,15,Closed
700,CMP4228-ZGYUW1,4228-ZGYUW,Billing,12,Closed
701,CMP3519-ZKXGG1,3519-ZKXGG,Billing,15,Closed
702,CMP6416-TVAIH1,6416-TVAIH,Internet,13,Closed
703,CMP2150-UWTFY1,2150-UWTFY,Service,8,Open
704,CMP6425-YQLLO1,6425-YQLLO,Service,13,Closed
705,CMP6425-YQLLO2,6425-YQLLO,Billing,11,Closed
706,CMP5442-UTCVD1,5442-UTCVD,Internet,12,Closed
707,CMP5442-UTCVD2,5442-UTCVD,Billing,15,Closed
708,CMP2114-MGINA1,2114-MGINA,Internet,12,Open
709,CMP2114-MGINA2,2114-MGINA,Service,14,Closed
710,CMP9019-QVLZD1,9019-QVLZD,Internet,12,Closed
711,CMP9019-QVLZD2,9019-QVLZD,Service,11,Open
712,CMP3754-DXMRT1,3754-DXMRT,Billing,14,Closed
713,CMP3754-DXMRT2,3754-DXMRT,Internet,14,Closed
714,CMP7130-VTEWQ1,7130-VTEWQ,Service,8,Closed
715,CMP7130-VTEWQ2,7130-VTEWQ,Service,6,Closed
716,CMP6121-VZNQB1,6121-VZNQB,Internet,11,Closed
717,CMP7903-CMPEY1,7903-CMPEY,Billing,13,Closed
718,CMP7903-CMPEY2,7903-CMPEY,Internet,12,Closed
719,CMP7481-ATQQS1,7481-ATQQS,Billing,13,Closed
720,CMP8642-GVWRF1,8642-GVWRF,Service,15,Closed
721,CMP5502-RLUYV1,5502-RLUYV,Internet,14,Closed
722,CMP5502-RLUYV2,5502-RLUYV,Billing,14,Open
723,CMP0515-YPMCW1,0515-YPMCW,Internet,11,Open
724,CMP4729-XKASR1,4729-XKASR,Internet,12,Closed
725,CMP0137-UDEUO1,0137-UDEUO,Service,10,Open
726,CMP6161-UUUTA1,6161-UUUTA,Billing,11,Closed
727,CMP6543-XRMYR1,6543-XRMYR,Internet,13,Closed
728,CMP8280-MQRQN1,8280-MQRQN,Billing,10,Closed
729,CMP8280-MQRQN2,8280-MQRQN,Service,11,Closed
730,CMP7083-YNSKY1,7083-YNSKY,Service,8,Closed
731,CMP7083-YNSKY2,7083-YNSKY,Service,9,Closed
732,CMP7434-SHXLS1,7434-SHXLS,Service,15,Closed
733,CMP7434-SHXLS2,7434-SHXLS,Billing,11,Open
734,CMP7908-QCBCA1,7908-QCBCA,Service,11,Open
735,CMP1264-BYWMS1,1264-BYWMS,Billing,12,Closed
736,CMP1264-BYWMS2,1264-BYWMS,Service,12,Closed
737,CMP9658-WYUFB1,9658-WYUFB,Service,13,Open
738,CMP4910-AQFFX1,4910-AQFFX,Billing,5,Open
739,CMP4910-AQFFX2,4910-AQFFX,Service,5,Open
740,CMP9647-ERGBE1,9647-ERGBE,Billing,12,Closed
741,CMP9647-ERGBE2,9647-ERGBE,Billing,14,Closed
742,CMP0378-TOVMS1,0378-TOVMS,Billing,12,Closed
743,CMP9058-CBREO1,9058-CBREO,Internet,11,Closed
744,CMP0318-QUUOB1,0318-QUUOB,Service,13,Closed
745,CMP8063-GBATB1,8063-GBATB,Internet,12,Closed
746,CMP4547-KQRTM1,4547-KQRTM,Service,13,Closed
747,CMP4547-KQRTM2,4547-KQRTM,Service,11,Closed
748,CMP1069-XAIEM1,1069-XAIEM,Internet,14,Closed
749,CMP1069-XAIEM2,1069-XAIEM,Internet,13,Closed
750,CMP4658-HCOHW1,4658-HCOHW,Billing,11,Open
751,CMP4658-HCOHW2,4658-HCOHW,Billing,10,Open
752,CMP3440-JPSCL1,3440-JPSCL,Service,12,Closed
753,CMP6987-XQSJT1,6987-XQSJT,Service,7,Closed
754,CMP0325-XBFAC1,0325-XBFAC,Billing,15,Closed
755,CMP0325-XBFAC2,0325-XBFAC,Service,15,Open
756,CMP1853-UDXBW1,1853-UDXBW,Billing,15,Open
757,CMP1853-UDXBW2,1853-UDXBW,Billing,10,Closed
758,CMP5219-YIPTK1,5219-YIPTK,Service,14,Closed
759,CMP0883-EIBTI1,0883-EIBTI,Service,10,Closed
760,CMP0883-EIBTI2,0883-EIBTI,Service,14,Closed
761,CMP7486-KSRVI1,7486-KSRVI,Service,13,Closed
762,CMP8443-WVPSS1,8443-WVPSS,Billing,12,Open
763,CMP9965-YOKZB1,9965-YOKZB,Internet,11,Closed
764,CMP9965-YOKZB2,9965-YOKZB,Service,14,Closed
765,CMP2956-GGUCQ1,2956-GGUCQ,Service,7,Closed
766,CMP2956-GGUCQ2,2956-GGUCQ,Billing,8,Closed
767,CMP4211-MMAZN1,4211-MMAZN,Service,10,Open
768,CMP2369-UAPKZ1,2369-UAPKZ,Billing,11,Closed
769,CMP2369-UAPKZ2,2369-UAPKZ,Billing,13,Closed
770,CMP0637-KVDLV1,0637-KVDLV,Internet,11,Closed
771,CMP8785-EPNCG1,8785-EPNCG,Service,7,Closed
772,CMP8785-EPNCG2,8785-EPNCG,Service,8,Closed
773,CMP1582-RAFML1,1582-RAFML,Internet,10,Closed
774,CMP1678-FYZOW1,1678-FYZOW,Service,14,Closed
775,CMP1678-FYZOW2,1678-FYZOW,Service,13,Closed
776,CMP9300-AGZNL1,9300-AGZNL,Billing,15,Closed
777,CMP9300-AGZNL2,9300-AGZNL,Service,10,Closed
778,CMP1112-CUNAO1,1112-CUNAO,Internet,12,Closed
779,CMP1112-CUNAO2,1112-CUNAO,Internet,11,Closed
780,CMP5175-AOBHI1,5175-AOBHI,Service,12,Open
781,CMP5174-RNGBH1,5174-RNGBH,Service,7,Closed
782,CMP9565-JSNFM1,9565-JSNFM,Billing,5,Open
783,CMP0607-DAAHE1,0607-DAAHE,Service,7,Open
784,CMP3389-YGYAI1,3389-YGYAI,Service,10,Closed
785,CMP5134-IKDAY1,5134-IKDAY,Billing,15,Closed
786,CMP3070-DVEYC1,3070-DVEYC,Service,8,Closed
787,CMP5380-AFSSK1,5380-AFSSK,Billing,15,Closed
788,CMP5380-AFSSK2,5380-AFSSK,Billing,12,Closed
789,CMP2055-PDADH1,2055-PDADH,Service,15,Closed
790,CMP2055-PDADH2,2055-PDADH,Service,12,Open
791,CMP8714-EUHJO1,8714-EUHJO,Internet,10,Closed
792,CMP8714-EUHJO2,8714-EUHJO,Billing,12,Closed
793,CMP2302-ANTDP1,2302-ANTDP,Billing,12,Closed
794,CMP5233-GEEAX1,5233-GEEAX,Internet,5,Closed
795,CMP5233-GEEAX2,5233-GEEAX,Billing,5,Closed
796,CMP1565-RHDJD1,1565-RHDJD,Internet,10,Closed
797,CMP1565-RHDJD2,1565-RHDJD,Billing,11,Closed
798,CMP6635-MYYYZ1,6635-MYYYZ,Billing,10,Closed
799,CMP6635-MYYYZ2,6635-MYYYZ,Service,12,Closed
800,CMP1449-XQEMT1,1449-XQEMT,Service,14,Closed
801,CMP2612-RRIDN1,2612-RRIDN,Billing,11,Closed
802,CMP2612-RRIDN2,2612-RRIDN,Billing,15,Open
803,CMP6892-EZDTG1,6892-EZDTG,Service,14,Open
804,CMP6892-EZDTG2,6892-EZDTG,Internet,15,Closed
805,CMP9725-SCPZG1,9725-SCPZG,Billing,14,Open
806,CMP9725-SCPZG2,9725-SCPZG,Service,13,Closed
807,CMP5884-GCYMI1,5884-GCYMI,Internet,11,Open
808,CMP5884-GCYMI2,5884-GCYMI,Billing,11,Closed
809,CMP4398-HSCJH1,4398-HSCJH,Billing,14,Closed
810,CMP4430-UZIPO1,4430-UZIPO,Service,12,Closed
811,CMP4855-SNKMY1,4855-SNKMY,Billing,11,Closed
812,CMP8008-HAWED1,8008-HAWED,Service,7,Closed
813,CMP8008-HAWED2,8008-HAWED,Internet,9,Closed
814,CMP7124-UGSUR1,7124-UGSUR,Internet,14,Closed
815,CMP7124-UGSUR2,7124-UGSUR,Billing,10,Closed
816,CMP1862-SKORY1,1862-SKORY,Billing,9,Closed
817,CMP1862-SKORY2,1862-SKORY,Internet,6,Open
818,CMP1867-BDVFH1,1867-BDVFH,Service,8,Closed
819,CMP1867-BDVFH2,1867-BDVFH,Internet,6,Open
820,CMP6653-CBBOM1,6653-CBBOM,Service,10,Open
821,CMP6653-CBBOM2,6653-CBBOM,Service,12,Closed
822,CMP3247-ZVOUO1,3247-ZVOUO,Billing,15,Open
823,CMP1268-ASBGA1,1268-ASBGA,Billing,15,Open
824,CMP1268-ASBGA2,1268-ASBGA,Service,14,Closed
825,CMP8943-URTMR1,8943-URTMR,Billing,13,Open
826,CMP6907-NZZIJ1,6907-NZZIJ,Service,14,Closed
827,CMP3744-ZRRDZ1,3744-ZRRDZ,Service,14,Closed
828,CMP5673-TIYIB1,5673-TIYIB,Internet,11,Closed
829,CMP1644-IRKSF1,1644-IRKSF,Billing,11,Closed
830,CMP1644-IRKSF2,1644-IRKSF,Service,14,Closed
